Episode Number,Chunk Number,Duration (seconds),Transcription
5,13,30.0,ofala batadi ba bantsi ba tlhokofala e le ka lebakala mo gare wa  i bare gape baitsanapega balebeletse dintshute di gopotagapele ge ne  dinyagatse dintsa mo afrika d d di lipisi e re bona go re ne ba tshwunywa ke mo gare oo kapaleroborobola ibol gapergar ka leballa gore lo ne ngwagentefipileng te takgalek rebono gore batho ba bantsi batlhokopepemme ba tlhalo ka goregare lebel
5,14,30.0,yana go ragori thweneri elekhoko gore bana a bana ba ba tlogesinkapaba ba tlhokoha lepinti batsadi mo meweng kapa mo tlhaloganyonyone mental haufh ya bona gore ana ba tsosiama ar ba tlhalosetsa gore  go thata thata gore tlao tlhokohaletsike  ke batadi mme ya bofelo e  baitanapabadilenke gore ga re lebeletse dipalopalotse bana ba bontlha gore
5,15,30.0,ga ke batadib kke batadi ba borre ba ne batlha kofalakalebakala koyid  go phala batho ba bomme kapa batho ba elembomme  mme gape go bontlha gore go botlhoko gomne  bana ba letondi tp gape modi taiemo modipatlisisontse mo dinagentepotletse ba guditlwake motadi o lemong mme gege mmotadi a tlhokofala go ra gore bana
5,16,30.0,aga go na motsadi o monkapaga go na motlo o ka batlhokomelang mme thatathatalo gori   ke bonkokugapa ba batlhukomelang bana mne gantse nako esamareitana pe bare rekesa gore lebelle gore leroborobolee le ana bana yang me re ka thutha bana yang gore ba kgona goo go nna fentle harelemolone leroborobo di fwa nesakateko di kadiko halaforeaebogame
5,17,30.0,ontsokapegelo eo ya tsa kofed  ruri rithudile go le gontsigotsomognaotlholesentlemme wa ronannaetholatholantentle lebaritbathoesentle re lebogile o ke mo mme pontsopilade yoo e neg megadigang wa pholo aoneng arefapegelo ya tsa sisweng ka oed  sene letshedimosetso mabapile kowed  wiklisediwake motsweding fm kongkabokamoso oso
5,18,0.25,
6,1,30.0,e ketshedimosetso ya kofid nuitlisediwa ke motswedinya femo konkabokamooso soomabaneribua ka ka ka gongwe  banaba ba iponnansetladisiwanjaaka inflamation fa lafamorao ga moentojaano bana ba ba na nle ke a dime gape leraole la khadiek le palmonary konditons bona rarenka bona fa re tamo mentoe e manklaki botwa be itanakwe bantlhalotsuta gore ka nako e
6,2,30.0,gaitegwikidipatlisito mo banenbao mnee jia ta ganaribua ka maleti a mangwee mone empen go bo toka o o ya tonyakeng ya gabo kapanpenape o mmonanka lebakalatsapholo kapabulet boophilanka bone o duelene o mmete go nne ane bakaiki go phala  batho ba bantigonne a fe kore dipatlititepotetle jipibiediki mme gape le go re ga go hna dipatli
6,3,30.0,ediediten gaporeo gore gapele gore go na le bothata dibepedinseke gore beipana fe gaisibadi e fe aigaisidikholin nne gaifi di lebelwe gore go bonywa dibaraka ya nkapa mmo mmeleng wa batho mme kanako e a ka nekitlhalotamabani gore dihatentsenetnpe dia dirakgala mne  kgapegababio
6,4,30.0,re bo maeon  inhenesin ya miokhabat e kaitherebolalone nne e banthalekhore tlepele e ne ne na leone inhenisin e igarinta ikare ke baitana ka katlalkagore ga rinja ekae kare  e re thopa o na gana enflanetnke yehe jehe he hekema thapa nnen e beitana fe batlhautsa gore bath ba banti ba batharaje mmayo khaeka
6,5,30.0,ba hoola le gaihuba tri thriatmende kapa go fina gorepiro ihinyehile ka rolopapene dihinyehile thata mnee tepapata ja ka bolefi bobong le bobong enon go na lepo goreng infermation e eka nna ya gapelela mmee ga go tsa ga mtla akahitlithuso kapapholo e keene e ka gapelamomele
6,6,30.0,baitamata batlhalefalot gore re go pole gore pilu ke mo tsupa o motona thapa mommelengwa ronamme ge mafala a mmele a rona aya e ga ga ga o kathena mo gare mopilung ya rona re go pole gore mafala a mme le a rona a tlobatla gore a ntle mogare oo moo pelo kgo nneratsoganya gore pelo ya re thutsane kgat ge
6,7,30.0,ala a mmele alwantlha mogare mopelong fok go bona gore legore m go bona gore re ka bona gore leel dikarolopa pen ke mme inhinketa di tshusang pelu le mme laona dika thona le pona dikahnyega go thonatlala a tla gaena di antibiotik ka b o na le infektion e be  e ngata e hifa di antibiotik diantibaiotik tja gadin tse fela
6,8,30.0,nfeneinkhagapele e bakteria eenpintintlamonele e re thusang ore re kgonogophela go na le e jone bakteria kapadjan the ba janapeldinpatpartlhaskakoredifiare me ka ka yone aaleore ka bonale gore maekhadatti e e kgatelle ka binikikepa baitanaka batlaletsa gore ahekanka ka na
6,9,30.0,ntire ka bona gore  bathobaka gona go klia bana ba ka krayone inflamation eu mme gwatlhautsa gore lebaka la go re ngwana papa go bona gore ngwana o mo kwotsinyya go kira infomation ka po to kramo ento o le bai ko tlahi tlahi tlahlitlahi kikale baakaleld afikhabora e tlhalifa gore basere phapey
6,10,30.0,fa pala moento olemoni yone e ya etlenetli e bonnaphata kgebana ba kreleme emtek e le me kedi e ngono ke tsefoditlhokatse batsadi kogae ke ne batlhalogadi mmo enpo o lemony kusiami mne ke ne emte eme beki e ne go bonogore keonne ekareng e nepa yone information e ne boipanake ke gona yang batlhalefa gore ka le ba ka lle
6,11,30.0,e ba re ki ed ektrimlere ga kenikilwa lebon gore e goka nnale infemesin moo leng e lemao le le lengwela faeda nneng e dintlamoragotse di ka bonang ke bana ga batlano nto o lemo e ke ped nnletsabathobalki ya nogore ke botlhoku faotla dilenpeng  le dilepoyalo  ke re ditlwate mme wa bontha go re
6,12,30.0,le ge bi ntlamera go didiragala mo motho o lammung e moo thentosen ya batho lare me beliletsi ditlamorapotle tfene ke ditshana le bomyokaedet kapati digatelete di bontha gore didiragala mo mothu o le mmungwe mo bathombale wntsd kabakranme ento motho o muu ou o a le muui mo ba thempale w  keene baitlana pe ba bonang ka padipatisod
6,13,30.0,bontsam ore ke gono ba ka bona gore  bao ba ka bona gore batho ba kirea  ditlamoragoten harkaed wa ka ditahentery wa ka  p epe ya batho ba ba ka kireang ntlamoragokete nthana le bo hakdi ltinmne ge ke gore gaheheteska diragalang e kololo ke mne gapegahe biragale ga go pim
6,14,30.0,e banamo ente olemonyyiee wa faeda jaakare ronarefa kaba a tlekha bora e dineleji ko rekhutie ne kotie moente olemonyi me baifanate htelileta e mang batlhafale kore en ya ne hapitlen e eka bong e ka tlhaga ge batba bona gore ee ba to empiwa kapar ga o momillepe ngwanagae gored
6,15,30.0,a moragotefeng kadibonang  tnnomolelela gore ana mmota gore ana o na le matlatlhagatha a bothoku o na le dipenle popelong kapadilepealo a o na le bothatabagore  ga rewahena karwazinelwa kapa o na lefikela gape gantantefo mnen  ka bunpiraf horebana fo konkgabete go rbarera tadiyak atbaita
6,16,30.0,t batlhaletsha gore ke goru o mne ekeletlhopo gao bona ngwana e kare kolapile kapa o gai gaitshware jaka a futaete gore mna ngwanaka o yana o mafolopolo phatela o mafolopolo a o mgwana an na mo dikubong a fakhumo dikubong arefela tkhr o ka lebella hrinhente mme gape gao nanongano o thamkampedi spot pepolon e atfa thamika thata yalo mata
6,17,30.0,a le matlhango morago gatra moento ke kao ediotye batsadi ba ka ditang gore ba kirelepe bana ba bona gore bitla morago sa moento ditsa bagapela ga ba kirile moenka ke tanatakakitkeimanso autagara lebogatlhe riutlwile re tlalogantse re ta lebogela moretsi ka karaboere netse nyonatlheretlediradialo gore re tswalepeleka dipotso tsa dibotsang re go rumele tsona o re tlele dikarabotseoralebogapontsopeleetlholsentlethe
6,18,3.33,mon motela lemoko bedi lkhalo ponte le barretpogat
7,1,30.0,eketshedimosetso ya kowid  uitlisediwa ke motswedinya fem konkabokamoosopotsoki kekeke kepuo eleng gore go lo bakanyanakutla borrebabuaka yona gore ga o tlhabile moento ke te  oto o tlo nna monakong sare eesareng lee gopalolwa ke go dirabana le keletso ya thobalano e tlabaetshaba e tswa mo go wenaganithoro kakar
7,2,30.0,nayampotsoyenon ebuaneke kgang e ntetlete moma haratletleng abi tapolotso leemoo maharatletlengga inthanet mme fe he botlhokwa ke gore baitaana pa ba fentsabalebeletsekganye mme babemo gore moento ga onna ga oka theti o ka fe thetolebokgoni ba gweta ngwana kapalekeleto ya thobalanomo bore le bo bomne a ka r bile mo bekeng e fipileng mme tsa te boniwang
7,3,30.0,kapattee baitanapetsetse batlho lebelepe ke gore mogare wa koked  o ama bontateyan mme tseto go bontsitsa go nale motanape bako y baitanape bako yunibesity of maiani ba lebelepe gore abatho ba borre kga babo gabab ga ba thhatigile ka kohid  go na le bokgoni kap go na lekoti ya go re baka senne
7,4,30.0,mbana gaba thaitsegile ka mogare e theng moento dipatlisito di bontsitse gore ga go na mono moento gawetesepe mo ka lebakala  bokgonibwa goeta ngwana kapa lekeletso ya thibalano mme seitana fente ba leleletse gore gemo tegent twarre wa di ngwagatsetotlego go timollaka eten go yapodimo geba tlhatsegile ka kofid  ekare go nna le mathataka
7,5,30.0,ababokoti ya go bona gore kgudiragalang moo e borre mme dipatlitito tsa le gene lepatlihiti ennyani khataraiti gore rrata dipatlihtepenba mme  dpaitana peba babapoo ruetmaiani ba bonno gore ba lebelletee borre baba baba ba ba thataro barne ba tlhopofeteka le bakalakhobd nte di kgaba gapa atlhatlhanleleya bonne le go re mmogareue
7,6,30.0,emommelengwa bona go bontsa gore mogare wa kohid  o ne o bontse gore go na le po bokgoni ba bona ba gweta bana kapa  topatata bokgoni ba bona ba gweta bomwanda e ka renedile kwetlate go nne mogare owa idmentle o bonsito gore o ya koo e lafelong aborebatlokan kahe ba khonetsabala neekee
7,7,30.0,ibonileng ke gore ga goetua eiditantlinatitu alalfe keyona gore go tlholia gore mogare o koepa mommeleng go bontha gore batho ba karrebatsokolathata ka bokgonyi ba go eleta thubalano le bokgoni ba goepa bana ka lebakalamogare e wa kofidn le ganne balebelesedipatlisepe ba bono gore bontate ba batsiba neba ha ee
7,8,30.0,ke ba nabagapeletse ke mogaro wa kohid nn mme ga go lebeleya go bontha gore pata tsata mogaro wa kohid nn o o tsenya  matale a mmele a thisanka  tubalano gape le go bontha gore mokgolibago etla baname ga pe baitana e balelellete gore bontate ba fotifaek ba ba ne ba trele mo entlo wa faesa
7,9,30.0,kapamoento wa mmodena ko unitete go diragepeng ga ba lebelepe mme e go bontlite gore bo rreba ba ne ba treile moento mme ga go enta ba tritite go tirelesa  bokgweni ba bona ba goeta bana le go eleta tuba n gore bo ya kotlati babontlipe gore ba ko mo tuta   bbaitanapa babona gore  go enta go tlhuta
7,10,30.0,borre gore ba kgone go nnasentle baeletsethobalona jjaatantlebatwaepe mmee gapelo gore feal health ya bone yo yotle e bontha gore mo ento ya thutamoyone mmee  baitanapeba babuile gore tapa twata dipatihtatamanemnec mnyane go tlhokagela gore gwifue dipatittso the ding gatomo lebakelle me ka nako e ga go na bopakiba go bontla gore mo ento
7,11,30.0,o nna le bokgoni ba go ethenyakapaba go oafatsa bokgoni ba go epa bana mo borre ekapa le keletso ya boneyatubalan mme ke go tshwetega tsa kofid  go go bontlhanggore e ka re goka nna le matlhata ao a ri bwankaon mme totatsota baitanapebab ba ba bababuilele gore ba ipi gore batho ba bantsi ba borrenta ba tlhabameento e le ka
7,12,30.0,lebakala gore batshaba botlhoko ba mo ento nne gape le kam dikgantsetsetsengmete tse di tamamoma faratletlheng a bitek a masartlatla a bitapoloso le masartlatlha a intanet a sa bingmiteka gore bokgoni ba borre bagweta bana ga bakirile moento wa kofid  go diraga layal me goa bontlha gore moento ga oe sepe sepe sepe
7,13,30.0,o e go kwafatsa bokgoni ba borre jwalo mme ke gore  a bile baitanta ba bona gore gao ka enta a ka motlwarsprey o ka bona o fireletsa gore o kwasape bokgoni boo baga gobao ba go eta ngwana tsapa o egapele yeleto ya  ya thubal ke tanetakajeko emongo botlhoka gore le gantserenteyana riti gore dipatisitsho tsentedietsiwa mme bepakibo paitana
7,14,30.0,badanne bonekanako e yana ga go bontse tsepetsepetse go na nne bothapa ba  mo ento mo moo bokgomibobaborre mme ke go radile kgaba ka tshatega ke gone bakatana mo mathapeng a mantsitithata a batshabang ba na ga na batshabelako mo entonni mathata a bathabelang ko mo entong kanti a ko goneko khonagalonya ko tshatiga ka kobid  ke tana takajeko emanaab
7,15,1.15,apontoe
8,1,30.0,e ketshedimosetso ya kofidnoitlisediwake motswedinya femo ko nkabokamoso ooponsopila kiunala emondekaetenekan a onamolato enmon ya pontsokennantse ke lebeleti dikganfakywanako amerika sidisi eri le bana ba mengwagaelee metlhano go fitlha elewen ba tla ba tlaa bona moento yanong le kgannyedi busta shots busta besek  a kor ranolele
8,2,30.0,nortlhalsyna ka botlaloya engonmoo be kenyehitilameribuaka gore ko na dipilalo sa gore moento wa jonson an johnson ba klau bunala gore  badir ba bipeka nalo ba ba o krene mo ento o baka go notra dibustashop kja ka dipakisiso tsa mo entotsa dibontha gore omna seba mrkwediterobepi me garefanayana enobekinestnen rikile gore bonwe hafe ya nmilione ya badiri ba bitekanelo ba ba krelen
8,3,30.0,moento wa jonsonn johnson gennes tonke implementation tryl e si molola morikhwiditsefitilen ba ka kgona go tra moento wa bobebi go tswa kadi e takgwedi ena bobeken eklang kyaka yone implementation stadi ec e e yaoketsi wa akanekitble gorecc reka nayketnigare ka gopola gore mo dikrebintefitileng mo garega februari lemlee re bone go ee re bona badiriba butikanolaba
8,4,30.0,fsd ba kira moento o wa johnson en johnson mnei ee moento o noueeo no useti o ya bothetsa ko johnson en johnson jaaka e ne e le rekhupile meento el mme desat afrikan haf debti kardakt athority yo ne ka bokhutsanyana itayone ke saphre ke bone babari blelang gore ba ba bumelang gore dikharekapa dihaukhada tsotsotle di pirifiemo afika borwa
8,5,30.0,ba buile mo bekinyhipileng gore ba dumele tse baitsana be ba hisonke implementation tril gore ba kakgonotsimololaka go fa dibustashap mobadiri ba bipekanalo pa ba ki rilemo enta ka sifonke re bona gore  batbao ke go bona gore aina o ga go na dikopi kapaki  le gore anna bogale ba moentobaoketsega ga o trea mo entowab
8,6,30.0,edi wa johnson an jonson moraago gadikgwedidilerobedi kotrelo wantlha mme a faneke tlhalosa mo beking efitileng emon le baretsi bautlelelekogaya gore pusta shote ki eng busta shotyki rraa gore ke kokeletlo ya mo ento en mo wantlha oprile a ka re buaka ona o wa jonsonn johnson ra iti gore moente wa johnsanen johnson o noo batla moente o lemini mme
8,7,30.0,erait gore oo entile ka botlalo ga u krelee lemao lelelewe nne raitiwa faeda o tramay  mamao a lemapepi gore o rerek o entile ka botlalo nne ga go lebelelete setse diragann go united states liko israel wa bona gore thete basimoletse go pa  pathutsone dipusta sot tseo gore bao kietlhe  bkgolipam
8,8,30.0,nto okufira letsasammano e gatelan ya kohid  ne tikale ba ka leo totatota re bonang gore rekirea dipustashot mobekeng efitileng jaaka sakha e dimeletse gore badiri ba boitekanelo ba bakreleng onson en johnson ba simmolule go kirea moento ya bobedikapayone e re dikamdipustashot lepaka ke gore re batlokgaloganya gore anna
8,9,30.0,bogale ba mo empla johnson an johnson botloya koo dimo ka nnako e yana a ka go kriwa ya bobeti gwa bontsa gore le the wold haf onisation e buaka gore e peleree dinaga di bona gore e ba risatana diputashot ba le belele gore anna ditwantitsa mogare ua kfa mo ento biaya kotla mo meleng ya batho
8,10,30.0,ke swonesetse batlo bonnang kgwape go bate go bontsa gore ke bommang ba ba kireyang diputashop go botlhokwa emmon gore dipustashop di bone ke batho ba ba le mmokotsing ya gore mnya mafolammelea bone o le kotlahasethata kapapa go bonwa gore mniento mmelab ona aekunumantlha maleta amantsi mne ba trabitashot go ba thusa nnee ga relebeletsiyana a kati bile gore dinna gatet
8,11,30.0,iboisrael ke panetsetlepe disimolutse ka dibustashot mme gwa bontlha gore e ke ka lebakala dibariante tse dintisesentsebitswa be batho ba bona gore ke bo tlhopa gore go botlhopa gore re go kree dipistashot mme ge e ya hisong ke itanaya raba ltlo bona gore k kam ke ka mokgo ofing  implementation stadi e ya setonke
8,12,30.0,ya go rebatirba mtekanala batremo entogake koberkayang beikana pe barona ba mo akhethaborwa kke balileletse gore gonikapabugali ba mmo ento onae wa jtnejnen a boya kodimo ge badiriba bitekanelo batrea e tot yona e ya bobebi eo le gore ke e ng se se diragalamo mmelen e go bona gore kitsamatsentlene go btlh
8,13,30.0,gorekwitiwe ego kgone rekgono go bola kapale ba itanapa ba kgono go bona gore ana retlamaya sentle ta ditshwanelo ta gore baber wa bitikanole yee le mbone ba lenpopeli a ba le mikotsin ya go tlhatigaka mogare o ana bathr da tireletsegile mne nne rebatlo bona go batlo bonalo gore go batla go  mmo distashote e ya jonsen jonsen e bere
8,14,30.0,an nemmeleng yabonemmega olo le kondun nkleleto le moreki tla go rriwa katswanedi pistashot o le mongwe wa badiriba bitekanelo ba ba leng hapemillion ba ba krilen mo entawa jonsenen jonsen a moo bekin eklan ka di eth o ka simulolwa a ore o ka kgonokra mo ento  dikistashott sa jonson an jonson gore baifana ke ba go noo bona gore go berakayang nne
8,15,20.66,legora anna go totlokiwa dipustasot mobathombabotl ditanatakajeko enn gotlwagalara lebogatlhe wanaponso ya no di gorogile ditlwagetse rtla re tla nantle erithutaed pustajhots neya la rabogapontso tlalase ntlemantlausalwanagapekapotso klatk
9,1,30.0,e kitshedimosetso ya kowid  nauitlisediwake motswedinya femo ko nkabokamoososoonoralebogatlhe reteng a renamatsapa eponso go na lee wepsaete elenteng fakibonafa ee e e ka gongwe e ka thusang gore batho ba khono go bona meentwemeng ka natsona dipusta jebs ee tlatlhagellanenkakwano le r na re gonogeebona re idirise ee eman ar ka gopola goretifante tuhtadi e ione ee
9,2,30.0,sinlilan e sefe i simulitle mokamogakki  herbay badri ba be ipekaneele ba ba krelen mo kento wa jonson en jonson tla dipatlihite ba hitande fanghatine dditlapela kitonke maano jharlesi a he he ba hinolitlego ba bobedi gonne ipakihihe rya banta ore ne endewa janh nenje e o o ere fathureleki e ko dine thapaky
