Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
2,15,30,ikana patatata barefe le ge le letlha la gore  yena hifin e e tethisandatlba ditetimennaleng ke lefe tse diragala there benetlela renela hikodipigo hetapobony dikanetakapeto emaotlogala otlogala rtlannanjeremetse  dikarabotseo yna pansorale bogatlheleka oso a re tswalepelre jialo ra lebogot o itumeletsatsilagagekireneitumeleletsatilagagalyona eman e khaletenklelena kela maakobedimka,"1. ikana patatata barefe le ge le letlha la gore  yena hifin e e tethisandatlba ditetimennaleng ke lefe
2. tse diragala there benetlela renela hikodipigo
3. hetapobony dikanetakapeto emaotlogala otlogala rtlannanjeremetse  dikarabotseo yna pansorale
4. bogatlheleka oso a re tswalepelre jialo ra lebogot o itumeletsatsilagagekireneitumeleletsatilagagalyona eman
5. e khaletenklelena kela maakobedimka","1. I promise to tell you what the date of the statement is.
2. What happens there is clear for us
3. hetapobony dikanetakapeto emaotlogala otlogala rtlannanjeremetse dikarbotseo yna pansorale
4. The disaster that we are praying for is the way we are blessed.
5. e khaletenklelena kela maakobedimka"
2,16,5.65,oremo napano lee nekikojaethae osinemn,"1. oremo napano lee nekikojae
2. thae
3. osinemn","1. oremo napano lee nekikojae
2. a tie
3. osinemn"
3,1,30,ekesedimotaoma y koidn nauitlisediwa ke motswedinya fem kong kabokamoa pontso pilane noo ponso a ko re re ribueka kan kowid  moento ka go ngwe le athritis ramatiki nne itantleso kebatehthalhetangona a ke rrona ga ribuaka hutswanaka kinyarunarara hela ramadikimne gantse kepa dipatlisisekebon,"1. ekesedimotaoma y koidn nauitlisediwa ke motswedinya fem kong kabokamoa pontso pilane noo ponso a
2. ko re re ribueka kan kowid  moento ka go ngwe le athritis ramatiki nne itantleso kebatehtha
3. lhetangona a ke rrona ga ribuaka hutswanaka kinyarunarara hela ramadikimne gantse kepa
4. dipatlisiseke
5. bon","1. ekesedimotaoma y koidn nauitlisediwa by a Swedish fem kong kabokamoa show pilane noo ponso a
2. If we are exposed to the vaccine, arthritis, arthritis, etc.
3. lhetangona a ke rrona ga ribuaka hutswanaka kinyarunarara hela ramadikimne gantse kepa
4. research
5. see"
3,2,30,go na le raanaki kikapa e be ta rumatwed athritihlic e go na le ngwe gapedita riaes athritid mme gompion tatatota dipathse ke dibonthapa ke ta rumatoed atitifi mme ke gone eeki klobuankayone ka jeko e gariithela a ne eramatiki gehi ke bone dipatitsehedinti sedi uankari ekend athrises mnen hefe kironeletle le dipoto go,"1. go
2. na le raanaki kikapa e be ta rumatwed athritihlic e go na le ngwe gapedita ria
3. es athritid mme gompion tatatota dipathse ke dibonthapa ke ta rumatoed atitifi mme ke gone eeki klo
4. buankayone ka jeko e gariithela a ne eramatiki gehi ke bone dipatitsehedinti sedi uankari eke
5. nd athrises mnen hefe kironele
6. tle le dipoto go","1. go
2. Do you have a raanaki kikapa be ta rumatwed athritihlic e there is one gapedita ria
3. es athritid and gompion tatatota dipatse are bibonthapa ke ta rumatoed atitifi and that's where eeki klo
4. Talk about it with a simple test and it was a problem.
5. nd athrises mnen hefe colonel
6. bring pots to"
3,3,30,baikaanape ba ke baiti gore bantlalefetse gore go reng go hena bopaki kapa dipatisisoka tsari atek athritis mne garkasimolakayone rimakad athritis engol a re popole gore ramatifi aka romari duta ke bolweti bo e ba dibitan gore beta ke bo sa plhetsa immitsihingarrial go gore bo kwatsatammele e matole a mmele a rona gore a khonobereka,"1. baikaanape ba ke baiti gore bantlalefetse gore go reng go hena bopaki kapa dipatisisoka tsari atek athrit
2. is mne garkasimolakayone rimakad athritis engol a re popole gore ramatifi aka romari du
3. ta ke bolweti bo e ba dibitan gore beta ke bo sa plhetsa immitsihingarrial go gore bo kwatsa
4. tammele e matole a mmele a rona gore a khonobereka","1. They are the ones who have told me that there is no proof or evidence tsari atek athrit
2. is mne garkasimolakayone rimakad athritis engol let us pray that ramatifi aka romari du
3. It's not a disease, it's a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bit of a bet
4. wait for our bodies to be fertile"
3,4,30,mme gape  ka nka nako eintsi kee bolets bo bo tlhopanggore batho bangwe melemo e e kwtagore   e kwetsanggore ba ngwe di  melemo ee meleya bone e tlo mafolammela bona y ya nkotla sithata gonne e thutsa gore ee e lakgatlanonye yone ramatiki ee ke otho e nnin kisisne ge,"1. mme
2. gape  ka nka nako eintsi kee bolets bo bo tlhopanggore batho bangwe melemo e e kwtagore   e kwetsanggore ba ngwe
3. di  melemo ee meleya
4. bone e tlo mafolammela bona y ya nkotla sithata gonne e thutsa gore ee e lakgatlanonye yone ramatiki ee ke o
5. tho e nnin kisisne ge","1. mother
2. I also spent a lot of time saying that the benefits that some people choose and the benefits that others have
3. the benefits of these messages
4. They are going to help me, because it teaches me to get rid of my arthritis.
5. tho e nnin kissne ge"
3,5,30,gare lebelete yalo  baitamete ba kot amerikan kollege o bmetolojik ba tshetse banthite kaa tlhapoleke ga tsetsabantha din e ba ntha n e dipatiisopapaba bua gore bone ja aka batho ba ba berkanta batho ba banangleng mated adrikis e ba bona gore me ento e kaetsa yang ne santlha ke gore eebthatakapab bothata kabat babanaleyone e ri bitang,"1. gare lebelete yalo  baitamete ba kot amerikan kollege o bmetolojik ba tshetse banthite kaa tlhapole
2. ke
3. ga tsetsabantha din e ba ntha n e dipatiisopapaba bua gore bone ja aka batho ba ba berkanta batho ba
4. banangleng mated adrikis e ba bona gore me ento e kaetsa yang ne santlha ke gore eebthatakapab bothata kabat
5. babanale
6. yone e ri bitang","1. In the middle of the story, the American college mathematicians have been living in the middle of the night
2. i
3. When tsetsabantha din be ntha n dipatiisopapaba say that they eat kiss people berkanta people
4. The brothers, Mated Adrikis, told them that what was going on was the problem.
5. lovers
6. the one who calls us"
3,6,30,otho onindidiss ke gore tatatata mmele ya bone elntha e lwantsha masala a mmelabona gore ebone ke bolwetsi bateng be berkayan mme ge  tatatatsabathebabant ba mo mme lemong ee ke buankayona gore e thutsa gore ntse  masola mmel nktlati mne kanako e go raaroba immuno kompromise go raa gore eba kwatletno mnenennee ba mo koting e ko dimok,"1. otho onindidiss ke gore tatatata mmele ya bone elntha e lwantsha masala a mmelabona gore ebone ke bolwetsi bateng be be
2. rkayan mme ge  tatatatsabathebabant ba mo mme lemong ee ke buankayona gore e thutsa gore ntse  ma
3. sola mmel nktlati mne kanako e go raaroba immuno kompromise go raa gore eba kwatletno m
4. nenennee
5. ba mo koting e ko dimok","1. otho onindidiss is that their father's body is fighting the remnants of their body so that it is a disease in some people
2. tell me that if the father and mother are in the same year as the surgeon, that it will teach me that I am
3. Sola mel nktlati me for a while is to break the immuno compromise to see that it is good
4. often
5. They are in the pit"
3,7,30,ita batho ba ba thanang le rona ba ba henang buletibo e gore e bakirie kapaba ba thepegeka negare e ntlupi megare eu lioneraite go re kgaraka gopola betanpe barthaufadtogore tge u kwathetsimommeleng e le ka lebaaka la ogare o mongkapabolwet bobombonnan le bone o mo kotinya go krea kofid n go khala bathuba bangme gare lebela gore,"1. ita batho ba ba thanang le rona ba ba henang buletibo e gore e bakirie
2. kapaba ba thepegeka negare e ntlupi megare eu lioneraite go re kgaraka gopola betanpe barthaufadtogo
3. re tge u kwathetsimomme
4. leng e le ka lebaaka la ogare o mongkapabolwet bobombonnan le bone o mo kotinya go krea kofid
5. n go khala bathuba bangme gare lebela gore","1. encourage people who are like us who reject this bulletin to take it away
2. If they are loyal to the country that has given us the rights to help us remember the betanpe barthaufadtogo
3. Let's keep you warm
4. because of the ogare, he is the boss of the family and encourages him to create coffee
5. n to cry out to others but be careful that"
3,8,30,tana pe barre mo afrika boragaise ke bone  baitsanape ba bothanang le bona bako amerikan siety of athitis orymotolodi ne ba ko khanada ba ba bitang athritit researth e le ba batlifisi ba ba lebeleleheng goreb mmo ento o kapa kohid ama batho ba ba thelankaboleti boyang mne santlha tsee ba thalofante gore batho ba ba ngwang melemo ee ba thitang,"1. tana pe barre mo afrika boragaise ke bone  baitsanape ba bothanang le bona bako amerikan siety of athitis orymo
2. tolodi ne ba ko khanada ba ba bitang athritit researth e le ba batlifisi ba ba lebeleleheng goreb
3. mmo ento o kapa kohid ama batho ba ba thelankaboleti boyang mne santlha tsee ba thalofa
4. nte gore batho ba ba ngwang melemo ee ba thitang","1. tana pe barre in africa, boragaise are the people who gather with them in the american society of athitis orymo
2. They have rejected those who call athritit researth as those who are expected to goreb
3. What is the vaccine or kohid affects the people who are afraid of the telephone at this time?
4. I don't think that the people who take these benefits are in trouble"
3,9,30,banneka otho mindisisia bone mne melemo eu itsa mafela a mmelabony  gotlafi ba bolella gore ba saetsa eiditwang li saktin mne li bektin ke ee eokay l moento o rubtan li sakty ke mo ento o nan le mogare o moente o webiditang gore ulanthe mme ka mokgwa oo ee batlhod ke go re gasemog,"1. banneka otho mindisisia
2. bone mne melemo eu itsa mafela a mmelabony  gotlafi ba bolella gore ba saetsa eiditwang li saktin m
3. ne li bektin ke ee eokay l moento o rubtan li sakty ke mo ento o nan le mogare o moe
4. nte o webiditang gore ulanthe mme ka mokgwa oo ee batlhod ke go re gasemog","1. banneka otho minidisisia
2. They are the ones who know the songs of Melabony Gotlafi and they are saying that they are saying that they are saktin m
3. ne li bektin ke ee eokay l moento o rubtan li sakty ke mo ento nen mogare moe
4. I don't want you to be angry, but that's the way people say it"
3,10,30,ary o bogalo go tswanalemogare gaoka go taetega mne ke e wiken wesin ya mogare o ee o thutsang gore mogare o kgo nogola mo mmelengwa gago mme o fa etla bolepe bo moonaakony ee meento e tshwanaleyone e ya lytakin ke mo ento wa yelo fida le moempo wa mmudok mme mo ba thumbamannalle masola a mmele a setakwafete go na lekotu e ko tlasebaitsanate batlhalotsag,"1. a
2. ry o bogalo go tswanalemogare gaoka go taetega mne ke e wiken wesin ya mogare o ee o thutsang gore
3. mogare o kgo nogola mo mmelengwa gago mme o fa etla bolepe bo moonaa
4. kony ee meento e tshwanale
5. yone e ya lytakin ke mo ento wa yelo fida le moempo wa mmudok mme mo ba thumbamannalle
6. masola a mmele a setakwafete go na lekotu e ko tlasebaitsanate batlhalotsag","1. a
2. It's a good idea to go to the middle of the day and it's a week in the middle of the week that teaches you that
3. You can relax in your body and you will feel better
4. The vaccines are the same
5. the one that goes to lytakin is in the vaccine of yelo fida and the empo of mmudok and they are thumbamannalle
6. The remains of the body of the taffeta are at the bottom of the body and the experts are explaining them"
3,11,30,ore ba ka bona gore le bakin e e kaetsa bolwetsi bo e e batlang go bolwantha dibata ke gore a ka kibile gore batlh bantsiba e ba nwa melemo e thusang gore ishem  matsolamelabonekotlatse mme go rago re mela bone fogonkgae bo ne gore totheki mo ento go ne tse rotse re tse ditwanetsi ebepath,"1. ore ba ka bona gore le bakin e e kaetsa bolwetsi bo e e batlang go bolwantha dibata ke gore a ka kibile gore batlh
2. bantsiba e ba nwa melemo e thusang gore ishem  matsolamelabonekotlatse mme go rago re mela bone fogo
3. nkgae
4. bo ne gore totheki mo ento go ne tse rotse re tse ditwanetsi ebepath","1. If they can see that even the beggars are suffering from the disease, he wants to fight the beasts so that he can prevent the beggars.
2.Many people take medicines that help them to get rid of the sedation, and that's why we grow apart from them.
3. where
4. It was that the vaccine was the most popular in ebepath"
3,12,30,waki bulwetibo baipanake batlhalotsa gore gatse ganti re bona kgaeng eo me e teng mme kgwatlhalotsa gore kanako e yana me ento e ribirisang ya kowid  e len faeda e lee jonson n jonson gagunna lyf sain mo me entong e go ra gore e  baikanape ba ba berekanka batlo ba ba nnale ramatiki ba bona gore kga go nna le,"1. waki bulwetibo baipanake
2. batlhalotsa gore gatse ganti re bona kgaeng eo me e teng mme kgwatlhalotsa gore kanako e yana me ento e ribi
3. risang ya kowid  e len fae
4. da e lee jonson n jonson gagunna lyf sain mo me entong e go ra gore e  baikanape
5. ba ba berekanka batlo ba ba nnale
6. ramatiki ba bona gore kga go nna le","1. waki bulwetibo baipanake
2. They explain that we can see the gant in that house and it is there and explain that it is raining and the vaccine is bad
3. What is the source of kowid?
4. da e lee jonson n jonson gagunna lyf sain mo me entong e to say that it is baikanape
5. They bought houses for me
6. rheumatism they see that there is no"
3,13,30,akala go dumela gore me ento e re dirisankanako e yana e kaetsa koti mo batho mbare bonere ba disanrrkiba immuno kompromise eriua le bona tarath saba na nleyonramatiki mme kganaanogasentsego lebelletswe e rait go re thatathta lebella pre dipatlisiso gore ana ditlinyikha phaele  tsete dieditswe mo bathong ba ba nnanle ramatiki ka nakoe yana e ke bonefela,"1. akala go dumela gore me ento e re dirisankanako e yana e kaetsa koti mo batho mbare bonere ba disanrrki
2. ba immuno kompromise eriua le bona tarath saba na nle
3. yonramatiki mme kganaanogasentsego
4. lebelletswe e rait go re thatathta lebella pre dipatlisiso gore ana ditlinyikha phaele  tsete dieditswe mo bathong ba ba
5. nnanle
6. ramatiki ka nakoe
7. yana e ke bonefela","1. I want to believe that this kind of activity is causing harm to the people of the country.
2. They are immunocompromised and they are not good
3. Logical and logical
4. It is expected that it is difficult to expect pre-investigations that these documents have been invested in the people who
5. leave me
6. arthritis in time
7. This is for me"
3,14,30,kiyapoo go na lewetsaite e o kwe okhonoyankoyanogoru o wone gore ke di klinikhatael hehin tse di diragala mo lefatsakabophara nne moo mo mo madan diboni ye e le klinikhathaely e lenmu e lebelleteng gore go diragala mo mmeleng ya batho ba ba naleramati lekho ebabakrang mogare ene mo ente wa kohid  ka nako e dipaditteteo gaithiditwegarka go pula e mleb,"1. kiya
2. poo go na lewetsaite e o kwe okhonoya
3. nkoya
4. nogo
5. ru o wone gore ke di klinikhatael hehin tse di diragala mo lefatsakabophara nne moo mo mo madan dibo
6. ni ye e le klinikhathaely e lenmu e lebelleteng gore go diragala mo mmeleng ya batho ba ba naleramati
7. lekho ebabakrang mogare ene mo ente wa kohid  ka nako e dipaditteteo gaithiditwegarka go pula
8. e mle
9. b","1. key
2. If there is a website, you can hear it
3. scare me
4. the nose
5. Do you see that these are the clinical cases that are happening in the world in the middle of nowhere?
6. This is a clinical condition that is expected to occur in the body of people with diabetes.
7. What is involved in the injection of kohid during the rainy season?
8. good
9. b"
3,15,30,koga gorecc bolwetsebo kapamogare o wa kowid  o mo ntlhwa mme ga nako ntsetsamayana baitsana pe babatla khweta dikinkakhaele go rikirie e d maele kapa dilope dipatihtote dintlha ka mogare o ka nako e yana kgaitire bone goreng ee go na lebopaki kapa bopaki bo bo botlhang gore batlho ba ba nna nle masola a mmele a kwa heteng ke en dikotsitic,"1. koga gorecc bolwetsebo kapamogare o wa kowid  o mo ntlhwa mme ga nako ntsetsamayana baitsana pe babatla khwe
2. ta dikinkakhaele go rikirie
3. e d maele kapa dilope dipatihtote dintlha ka mogare o ka nako e yana kgaitire bone goreng ee go na lebopaki kapa
4. bopaki bo bo botlhang gore batlho ba ba nna nle
5. masola a mmele a kwa heteng ke en dikotsitic","1. If you are sick or you are sick, you will leave him and you will not have time to meet each other if you want to marry him.
2. ta kinkinkakeile to rikirie
3. If there is any evidence or evidence, please provide information on the matter at the same time.
4. Evidence that the eyes become beautiful
5. What are the body tissues in the head?"
